,time,X,Y,Z,Rx,Ry,Rz
0,0.0,0.7538695051773399,-0.029268078921557274,0.3215638827955022,2.2288091377410875,-0.14353526888384774,2.1064273375227467
1,0.0,0.7538695051773399,-0.029268078921557274,0.3215638827955022,2.2288091377410875,-0.14353526888384774,2.1064273375227467
2,0.0,0.7538695051773399,-0.029268078921557274,0.3215638827955022,2.2288091377410875,-0.14353526888384774,2.1064273375227467
3,0.0,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
4,0.01496124267578125,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
5,0.01496124267578125,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
6,0.01496124267578125,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
7,0.01496124267578125,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
8,0.01496124267578125,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
9,0.01496124267578125,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
10,0.01496124267578125,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
11,0.030582427978515625,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
12,0.030582427978515625,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
13,0.030582427978515625,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
14,0.030582427978515625,0.7538677594731737,-0.029335290784996783,0.32155940664627886,2.22872571241902,-0.14358095883677105,2.106342840576676
