[0.791618694345465, 0.13384731983036016, 0.1817277584846262, -0.005053627868948253, 1.6762489342914326, 0.008647241258894033, -9.97234, 0.307592, 2.911517, -0.00596, -0.092607, -0.096877]
[0.7914767389125288, 0.13380942016769717, 0.18209383558017805, -0.005033037538973201, 1.6767034755781547, 0.008618999208436642, -8.22234, 0.097592, 3.341517, -0.01196, -0.192607, -0.046877]
[0.7904538502248936, 0.13372792153329638, 0.1847133147302471, -0.004915193355197648, 1.6764592295596632, 0.00845744603270423, -2.83234, 0.087592, 1.021518, -0.00696, -0.028607, -0.042877]
[0.7886336715783753, 0.13376216912183958, 0.19312667190708013, -0.005015862169939104, 1.6765530279113543, 0.008586149871309196, -3.292339, 0.102408, 0.641518, -0.00596, -0.018607, -0.023877]
[0.7904832792119696, 0.13374914771101284, 0.19700802645832494, -0.0050275579691881405, 1.6764766187184061, 0.008600683982008634, -5.65234, 0.302408, -0.328483, -0.00196, 0.083393, -0.035877]
[0.7926343484486991, 0.1335900960707312, 0.2019437666924918, -0.004977106184190732, 1.6765237045192956, 0.008504161455795392, -6.502338, 0.242408, 1.321518, -0.00896, -0.047607, -0.028877]
[0.7927583240561944, 0.13357939980122885, 0.20319726997454052, -0.004986814064059841, 1.676562607364615, 0.008561287720659023, -6.002338, 0.297592, 1.521518, -0.00896, -0.086607, -0.044877]
[0.7929076785495743, 0.13355241016119582, 0.20491647796796383, -0.005036615515700903, 1.6765174471393094, 0.008617080648888265, -5.882339, 0.257592, 1.231518, -0.00296, -0.090607, -0.048877]
[0.7931930872152653, 0.13343672689315594, 0.20627651647748674, -0.005012996370702331, 1.6765682336563479, 0.008533583916192786, -4.302341, 0.367592, 1.391518, -0.00496, -0.101607, -0.076877]
[0.7939702185353656, 0.13328681600098105, 0.2074799941726641, -0.004947558460718972, 1.6764422845701183, 0.008491854317921255, -2.322338, 0.077592, 0.691518, -0.00396, 0.055393, -0.055877]
[0.7961642621534288, 0.13321530248687105, 0.2084181107275006, -0.004967652872819692, 1.6764299570073926, 0.008570197014670914, -1.122341, 0.297592, -0.188482, -0.00296, 0.058393, -0.048877]
[0.7990499807119189, 0.13313332505685058, 0.2099424830048099, -0.005030762712904376, 1.6763849791794327, 0.008604221812357028, -9.012341, 0.047592, 2.181518, -0.00696, -0.122607, -0.151877]
[0.8017124647586384, 0.13288571244230654, 0.2168933293988152, -0.004940212557338013, 1.6765455005709264, 0.008517998394677406, -10.872341, 0.707592, 5.221518, -0.00896, -0.317607, -0.081877]
[0.7972789896678464, 0.13251278918123974, 0.22521742085436564, -0.0048264717596756875, 1.6764099408926878, 0.008427329310183435, -9.072338, 0.157592, 5.171517, -0.01396, -0.409607, 0.088123]
[0.793821632300723, 0.13226840760058575, 0.2296272315336436, -0.004989969131763181, 1.676496769025069, 0.008587981131299719, -6.65234, 0.412408, 2.001517, 0.00203, -0.057607, 0.147123]
[0.7927096065190339, 0.1319703563191534, 0.23238365476005116, -0.004895401305229956, 1.6763713279331045, 0.008568677371586488, -5.90234, 0.657592, 6.231518, -0.01596, -0.511607, 0.008123]
[0.7927491745490518, 0.13172020015666264, 0.23357119204579282, -0.0048896675415382035, 1.6765963110457045, 0.008582056261890812, -7.012341, 0.147592, 6.091517, -0.02196, -0.468607, 0.031123]
[0.7926685987812268, 0.13133890428535627, 0.23538153898421277, -0.0049452595782292, 1.6764409354598933, 0.00851263987065498, -6.942341, 0.112408, 5.421517, -0.01996, -0.414607, 0.014123]
[0.792472482707559, 0.13106618313672902, 0.23645465914760266, -0.004998858440631858, 1.676188818590066, 0.008595068129450682, -7.232338, 0.577592, 6.821517, -0.02096, -0.539607, 0.030123]
[0.7918908619733245, 0.1305137874956698, 0.2376652158593278, -0.004966204310214463, 1.676298578514474, 0.008472444158104156, -7.08234, 0.537592, 5.781518, -0.01696, -0.504607, 0.000123]
[0.7913531296905695, 0.1300075171888544, 0.2386195767799094, -0.005096868626647651, 1.6763909047424657, 0.00861660273618921, -7.31234, 0.637592, 7.311517, -0.02296, -0.566607, -0.053877]
[0.7908714479885448, 0.12943125002069544, 0.23907321224271963, -0.004910173826291924, 1.6765113926275248, 0.008451243524070819, -7.512341, 1.087592, 8.161517, -0.02296, -0.602607, -0.044877]
[0.7902281729729395, 0.12891688449533206, 0.23954962138179056, -0.004946904418338341, 1.6765044779689227, 0.00849130167335325, -6.622341, 1.087592, 7.191518, -0.01996, -0.568607, 0.034123]
